Price,Date,Close,High,Low,Open,Volume
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
24,2011-02-07,190.22430419921875,192.2206282437416,187.22469949301703,189.53837918142196,14586353
25,2011-02-08,187.39869689941406,191.5858661424227,186.57968741555717,191.5858661424227,19685333
26,2011-02-09,187.20420837402344,191.89300467696984,185.02359983545432,185.9961685745886,38228022
27,2011-02-10,184.20460510253906,188.53509702677346,181.22547497759825,186.83566774984934,28347803
28,2011-02-11,186.3135223388672,187.34751465944797,181.8294583000894,184.26599858393197,20012347
29,2011-02-14,187.3065643310547,188.0129501126592,183.06820863764784,185.5252234596388,30145949
30,2011-02-15,192.8143768310547,193.44911536496082,186.58993449613814,187.22467303004427,27266420
31,2011-02-16,193.31602478027344,194.67762373080862,192.07728683120746,192.118235942388,11041551
32,2011-02-17,195.32257080078125,195.62968908940297,191.69846565163996,194.07358208994273,14091434
33,2011-02-18,191.55516052246094,197.17557604255433,190.82828650668785,195.75255351048085,15747939
34,2011-02-21,195.8140106201172,196.74561660570163,191.278759691146,191.6677899312823,25629860
35,2011-02-22,201.6494140625,206.67605411760508,200.50279795058512,203.11338578470145,88922943
36,2011-02-23,203.8607177734375,205.22231669839033,201.68012297233432,201.96676674521237,31184499
37,2011-02-24,197.42132568359375,204.46477887789868,196.22352299882058,203.9324130171575,32903650
38,2011-02-25,197.84104919433594,201.11707394557965,195.44545771805548,200.79970464843845,15101417
39,2011-02-28,197.43154907226562,203.58433119657647,196.56135305503514,198.6498125620453,22487428
40,2011-03-01,202.4683837890625,203.25668140990055,198.03552008423512,199.3664070237039,12622459
41,2011-03-03,200.1239776611328,201.68009833839577,198.219803255815,199.67353750162857,19518684
42,2011-03-04,201.1068115234375,203.6866736876762,200.26732746687924,201.60845176837077,15419957
43,2011-03-07,200.05235290527344,201.33205368452508,197.3803549544572,199.44833982332477,11821324
44,2011-03-08,201.6698760986328,203.19527139264704,200.24685357577522,200.24685357577522,12057689
45,2011-03-09,203.4921875,205.65230787031112,198.2198388836991,202.4377068423973,32473255
46,2011-03-10,201.6289520263672,203.31814396397846,201.06587437923503,203.2567202936575,9853822
47,2011-03-11,203.12364196777344,203.70718052182994,199.04908203222425,200.410681103642,15000438
48,2011-03-14,208.5085906982422,208.99999371988838,203.16458112934856,203.307903024183,28811267
49,2011-03-15,212.37841796875,214.90709434309332,202.4786816727932,204.33168393268923,56447390
50,2011-03-16,214.3951873779297,216.01273198826408,212.55242264955925,213.96520803011472,20605120
51,2011-03-17,211.06796264648438,214.74325458699695,210.48442416509084,212.79811720373368,12381790
52,2011-03-18,203.318115234375,211.91767388686935,202.00770278224238,211.91767388686935,40501886
53,2011-03-21,202.7653045654297,204.75139111981295,200.88159078850381,204.55688284264394,15546778
54,2011-03-22,204.67971801757812,205.7546594528839,203.14408544315174,203.32835643162926,9793572
55,2011-03-23,207.46435546875,208.1605040359331,203.89143612767901,204.72068297588285,11419987
56,2011-03-24,206.86033630371094,209.2456903307608,205.53968648586755,208.00693873394445,11233928
57,2011-03-25,210.19781494140625,210.8837263098162,206.7989289329032,209.64497453351834,15392440
58,2011-03-28,210.0135040283203,212.19411254648983,207.6793363426486,210.1261140844886,19079527
59,2011-03-29,209.40948486328125,211.3034358789711,208.76452271064701,208.84642093092725,18101992
60,2011-03-30,211.40582275390625,212.42957791154265,209.68590534160305,210.38206759626985,12257428
61,2011-03-31,214.80467224121094,215.99223739355486,211.81530530795564,211.81530530795564,31502965
62,2011-04-01,212.204345703125,218.24450352270472,211.0986787147992,214.79444528433163,18772571
63,2011-04-04,215.12205505371094,215.9717764459503,210.6891907602621,212.9414465452799,13111730
64,2011-04-05,214.5078125,216.83172931383447,212.941454269941,215.50085581729164,10756797
65,2011-04-06,213.93447875976562,215.85914155601267,212.9414355298675,213.9651905915402,9083271
66,2011-04-07,213.3304443359375,214.48728388593224,211.93813376469598,213.9754064064387,10163661
67,2011-04-08,209.6449432373047,215.17323714747383,208.97950652645574,213.3509470659176,11995738
68,2011-04-11,205.8365478515625,208.73377915087718,205.49871772213487,207.4131431272625,11296579
69,2011-04-13,209.2149658203125,209.66540600866645,204.0552278610657,205.13016928276355,19116564
70,2011-04-15,209.0409698486328,209.83950498748166,205.7751820044888,208.57004132252987,14174275
71,2011-04-18,206.6248321533203,213.90374040008044,204.87420328757193,208.68257929872618,14793743
72,2011-04-19,207.1367645263672,208.32432985960602,204.49547828156182,205.71374178297833,12022958
73,2011-04-20,210.05445861816406,210.99631553926446,206.43036649509727,208.02742288255652,10315413
74,2011-04-21,213.06427001953125,213.80138127356258,210.89391269985487,211.87671859327926,14934401
75,2011-04-25,206.66580200195312,209.05115588635564,205.80584339674095,207.6178961003109,18138998
76,2011-04-26,204.98684692382812,206.59414041410074,204.24973564512476,206.59414041410074,17652410
77,2011-04-27,201.90536499023438,206.61464987783881,200.67686420872906,205.77516568745523,24710243
78,2011-04-28,199.10025024414062,203.31813169637368,198.6088472432944,203.1133861409909,35712321
79,2011-04-29,201.42416381835938,202.29435969192951,198.8750135270614,199.632599354574,14936357
80,2011-05-02,197.53390502929688,202.04868118848051,196.8275191978463,201.45489174415678,13609544
81,2011-05-03,193.26483154296875,198.0764886154553,192.68129306139636,197.605560185639,22028515
82,2011-05-04,194.03265380859375,195.89589296456623,192.46630936474426,193.4900644392051,11668233
83,2011-05-05,196.2989501953125,199.10927513808159,194.9971054510689,195.27607710843864,19582976
84,2011-05-06,197.3528594970703,198.3757327959106,196.12333690703576,196.92924293391866,12916462
85,2011-05-09,198.2310791015625,199.62591002703235,196.5986035709383,198.3757239430791,8012908
86,2011-05-10,196.4643096923828,199.18164938796536,195.5964129703335,198.2310984626909,8143376
87,2011-05-11,197.43551635742188,198.04510487618313,194.96615316330158,197.13589488258452,8197011
88,2011-05-12,195.37940979003906,197.29084306480576,194.44952258641797,196.61925019880712,9218985
89,2011-05-13,195.89602661132812,198.78900616918915,193.8192848083345,195.327765232836,13906027
90,2011-05-16,195.276123046875,196.59861785357276,194.56320297371062,196.309328149523,7008149
91,2011-05-17,190.24440002441406,195.64807025119228,189.5418255086395,195.41043941885866,17384039
92,2011-05-18,186.35951232910156,190.9056306828176,185.6362743784274,190.1100565223947,24814804
93,2011-05-19,189.18019104003906,190.52336315314568,186.95880427037423,187.71303762870193,18072585
94,2011-05-20,190.77133178710938,191.30859789053696,188.10566482033056,189.78978555686993,13873483
95,2011-05-23,187.91964721679688,190.52333688521247,186.6591432703914,189.9034166854378,14836682
96,2011-05-24,189.2318572998047,190.2960577393352,187.2171059485573,187.2171059485573,11107409
97,2011-05-25,187.21707153320312,188.89086019923147,186.18386660936986,188.89086019923147,13112272
98,2011-05-26,192.9720458984375,193.59196612950282,188.27095081047298,188.580917823051,30001792
99,2011-05-27,195.36911010742188,196.90858599479293,193.0237281661122,193.0237281661122,15134521
100,2011-05-30,194.00527954101562,196.92925476523448,193.05472860905297,196.09235336350602,7564463
101,2011-05-31,196.69158935546875,197.52847681599903,193.68494666184853,195.2760949818117,14083332
102,2011-06-01,195.6480712890625,198.0967848171759,194.99715564642923,196.72261731020112,8042814
103,2011-06-02,196.5262451171875,197.2804920978445,193.52994832773652,193.52994832773652,9418728
104,2011-06-03,193.12704467773438,199.8222280829048,192.48646082523396,198.479055932998,19110238
105,2011-06-06,193.77796936035156,194.40822142230266,191.79419961236792,193.13737172942558,6149800
106,2011-06-07,198.0141143798828,198.3757403075971,192.91007946726728,192.91007946726728,17612490
107,2011-06-08,196.14398193359375,197.53881278958718,195.05911808807352,197.39416795527532,14205061
108,2011-06-09,197.1358642578125,197.93142460288365,195.68937460103135,195.792692334925,9152117
109,2011-06-10,195.1727752685547,197.5491523246356,192.6000945010526,197.3631803874997,11068775
110,2011-06-13,191.2672576904297,194.9144844317514,190.31670685082952,194.9144844317514,12923374
111,2011-06-14,188.32260131835938,192.53808904942784,188.04364343410705,191.20524888684082,18967099
112,2011-06-15,186.0908966064453,189.88276810616557,185.68794361689734,188.45694187842955,20156715
113,2011-06-16,183.40455627441406,186.1838863667978,182.69165004307123,186.1838863667978,24969151
114,2011-06-17,179.5196990966797,184.59275209850446,178.78612931492196,184.1794673254461,22029696
115,2011-06-20,172.18392944335938,180.8112092793745,171.11972910204585,180.8112092793745,30300033
116,2011-06-21,175.3662109375,176.6783738504727,173.02082922115918,173.5580952742196,17413744
117,2011-06-22,174.7772674560547,177.3292983811546,172.36989516005676,176.33742049575315,20107599
118,2011-06-23,179.88134765625,180.33595958447057,174.79796223961878,174.93228911879504,20713868
119,2011-06-24,180.0673065185547,181.78243634888827,176.80236905236185,180.63556793896055,31670322
120,2011-06-27,180.09829711914062,182.21637991393462,178.09387764071982,179.09608737993022,14349371
121,2011-06-28,180.00527954101562,181.6170775017365,178.1248416897966,181.6170775017365,10219645
122,2011-06-29,182.92929077148438,183.49755219128994,180.21196497261224,180.9558665676383,12430639
123,2011-06-30,185.6672821044922,186.39052010348837,183.29090503220544,183.64219915439338,21744714
124,2011-07-01,178.11453247070312,187.42372315504088,177.02966858657896,187.42372315504088,28677893
125,2011-07-04,179.44735717773438,181.72041628553325,178.74476900164657,180.68721136219466,16499512
126,2011-07-05,174.80825805664062,179.63333429225074,174.40531888427753,179.63333429225074,33805768
127,2011-07-06,176.24440002441406,177.4015999507844,173.72337851145832,175.40751264039326,26877909
128,2011-07-07,179.92262268066406,180.79051918278967,176.7300083314482,177.2982834228063,20137982
129,2011-07-08,176.6473846435547,180.60456465607848,176.05845969905033,180.39792916470554,20937538
130,2011-07-11,176.32711791992188,177.70127166825702,175.0252728069753,176.47176277888494,9598807
131,2011-07-12,175.18020629882812,177.17429368266573,174.7565898078129,175.1285474333494,13066390
132,2011-07-13,178.8377685546875,179.71599687676417,175.87246684157864,176.27540600183718,17029770
133,2011-07-14,179.27174377441406,181.4104763536073,177.5772775156145,178.39351532033564,13312532
134,2011-07-15,180.4392547607422,181.01784792586085,178.74478856922525,179.30273197947008,10206245
135,2011-07-18,179.2821044921875,180.58393592703843,178.57951609786375,180.17065107051167,6582763
136,2011-07-19,181.73077392578125,182.13371314384608,178.95144373406492,179.26141077282205,9822813
137,2011-07-20,181.0592041015625,183.24960961411213,179.53005985028136,183.08428740174818,11180149
138,2011-07-21,177.88722229003906,181.00750068166877,177.20529764428298,181.00750068166877,7886175
139,2011-07-22,180.47024536132812,181.22449246700447,178.22818138681467,178.95143316985425,15303807
140,2011-07-25,182.433349609375,184.32411959065405,181.6687844734064,184.32411959065405,21905216
141,2011-07-26,180.0879669189453,183.94182928818944,179.65401858143952,183.54920805005642,20462017
142,2011-07-27,177.88722229003906,180.8111969832758,177.5359281935614,180.8111969832758,13675826
143,2011-07-28,173.03115844726562,176.67837124865832,172.21492070843863,176.67837124865832,31299376
144,2011-07-29,171.08872985839844,175.07690500039945,170.09685195993092,173.57875637863268,21393442
145,2011-08-01,171.68798828125,173.16547336979906,169.72489601263112,173.16547336979906,14242019
146,2011-08-02,173.02081298828125,173.35142973201303,169.13595589671453,171.00604823571678,16570663
147,2011-08-03,170.48947143554688,172.79352618560088,170.08653221848772,170.84076557271595,14085375
148,2011-08-04,167.8651123046875,171.85328726881917,167.38983692478158,171.0990540015867,13737415
149,2011-08-05,163.6599578857422,165.20977911781577,160.97362775205605,165.20977911781577,26222826
150,2011-08-08,161.3145751953125,164.56918044896935,158.49393202250621,160.49835128405726,22242669
151,2011-08-09,158.14263916015625,160.97362792280208,155.6009538556406,155.6009538556406,32649029
152,2011-08-10,159.68209838867188,163.24665651229387,158.08063224531838,162.28577406746396,17746463
153,2011-08-11,159.5684814453125,162.20315297959758,158.08066449758238,158.77290720060103,10890149
154,2011-08-12,157.2334442138672,161.8002269715319,156.63418743477277,161.8002269715319,17222470
155,2011-08-16,156.87179565429688,159.58913501075472,155.95224016999262,157.0474496083213,11286937
156,2011-08-17,156.01426696777344,160.02310625115223,155.1876973320339,157.1507898713456,13545843
157,2011-08-18,153.16258239746094,157.04743956860173,152.29468583920817,156.57216419566237,17126872
158,2011-08-19,151.37513732910156,152.7079775477298,149.05041922546874,151.06517031725363,20399978
159,2011-08-22,156.42755126953125,157.01649011658978,149.93901632226292,151.05487576936332,15542731
160,2011-08-23,158.13230895996094,159.52713980773194,154.4644189016642,157.1197675375655,17536780
161,2011-08-24,157.3160858154297,159.01055205502018,156.2208901010164,157.87401544741206,12987792
162,2011-08-25,155.7042694091797,158.90720198067257,155.0326765388965,157.37805810992182,21214238
163,2011-08-26,148.65782165527344,156.2415656274866,147.1286774889681,155.18769693139055,19501819
164,2011-08-29,156.02456665039062,157.026776265089,150.50723408872483,151.07549542362423,18316877
165,2011-08-30,161.71754455566406,164.5485335831938,157.874014021075,158.08066330881485,34217075
166,2011-09-02,166.4392547607422,168.14405226021077,163.13299127244528,164.631139544721,34086257
167,2011-09-05,163.00906372070312,165.1064692341234,161.78987288142122,164.17658189059597,19981247
168,2011-09-06,169.7559356689453,170.58250540657696,160.4570743999205,161.84157388252038,31333473
169,2011-09-07,172.235595703125,174.30200582857972,170.21051267665203,170.27250332512466,31438175
170,2011-09-08,176.1514434814453,177.50494731539496,168.3094059758174,172.2355906158515,35284258
171,2011-09-09,170.63412475585938,177.41196192822142,170.21050820832534,176.0894534132482,29564130
172,2011-09-12,166.61492919921875,169.95218868991006,164.33155201671195,167.45183046386006,18579499
173,2011-09-13,167.43118286132812,170.42748030842222,164.64152090958186,168.04077136669596,25400442
174,2011-09-14,170.5618133544922,171.4606915859162,166.3876520503969,168.18543610142956,20539026
175,2011-09-15,172.81419372558594,173.2894691712861,168.11311193785124,172.13228277918665,20407052
176,2011-09-16,170.6134796142578,175.64519226697988,169.65259689630454,175.64519226697988,26810791
177,2011-09-19,169.76622009277344,171.336691120945,168.53669760614576,170.47912629191057,12796090
178,2011-09-20,176.01712036132812,176.4614004309782,168.68135401631284,170.06585309451415,18437927
179,2011-09-21,173.08282470703125,175.83114569446138,171.98762902185916,175.83114569446138,17030216
180,2011-09-22,162.49246215820312,171.0784155782199,161.1802853354363,170.26217775539985,27298045
181,2011-09-23,159.23785400390625,163.78397292905683,157.8946818762894,159.91977873972488,38513013
182,2011-09-26,156.88211059570312,159.2584873573428,154.47473851504787,158.9485341671873,27202137
183,2011-09-27,164.73451232910156,165.45775032026256,159.52714637519614,159.94043113904146,22046959
184,2011-09-28,164.73451232910156,166.6149366237566,163.0607097252325,165.2614466096293,25034598
185,2011-09-29,166.90423583984375,167.94777260004037,162.09982299807461,163.35000903196894,31511671
186,2011-09-30,167.03857421875,170.04520366727473,163.76331860602198,166.0363644025751,34944185
187,2011-10-03,162.874755859375,165.29246027113078,162.0275226891983,163.494676176876,21109422
188,2011-10-04,159.44451904296875,163.4120313737476,158.13234211066245,162.0068684575812,26251892
189,2011-10-05,158.49395751953125,160.74633971066444,157.40907973106044,159.640812165692,20734666
190,2011-10-07,165.91238403320312,166.9662527330624,162.19283446278885,162.56479217864887,19911027
191,2011-10-10,171.3573760986328,171.6983384769078,166.1810187433012,166.19135051857944,14846381
192,2011-10-11,170.89242553710938,173.86805946200712,169.96253821131734,172.5455646914472,15716423
193,2011-10-12,175.57286071777344,176.03780438921535,170.69612495220554,171.3883676747962,17269967
194,2011-10-13,175.00457763671875,177.29830038489368,174.01269976627938,175.64516140476778,18353721
195,2011-10-14,179.13742065429688,179.71602764858645,173.88872716390068,173.99205870908312,17871109
196,2011-10-17,172.29762268066406,179.54040521573825,171.75002470960268,179.15811567545924,22052401
197,2011-10-18,169.4252471923828,170.768419109103,167.65847256864362,170.47911566143915,18299531
198,2011-10-19,174.1986846923828,174.61196946825234,170.29316356184836,170.5824670431845,11872557
199,2011-10-20,173.3101348876953,173.76474678900811,169.85922542423907,172.51457440596718,9971735
200,2011-10-21,172.70053100585938,175.4798610424745,171.73964841283563,173.57875940491826,10342733
201,2011-10-24,174.9219207763672,176.47172820100974,174.31231854485375,175.23187398484154,9081569
202,2011-10-25,181.0075225830078,182.04072765616584,174.02304966729534,176.67838477413864,22735907
203,2011-10-28,185.97723388671875,186.80380341692646,182.69164690262085,185.91524324106683,24528852
204,2011-10-31,181.33816528320312,185.83261178983577,180.30496014104108,185.56398562580193,15872042
205,2011-11-01,177.8355712890625,181.534442959991,177.2156372574798,179.88131772864915,16384499
206,2011-11-02,180.14993286132812,182.04070257468928,176.67836043148287,176.67836043148287,13751121
207,2011-11-03,183.06356811523438,183.77648804016178,178.33149193609862,179.31303795893126,16042287
208,2011-11-04,181.83409118652344,187.0104620935664,180.32561068425434,187.0104620935664,18251373
209,2011-11-08,182.60897827148438,182.87760438140523,179.46802258147144,181.63776397820573,10120202
210,2011-11-09,178.7344512939453,184.45841971025618,177.94922266334055,183.9211536596031,11664515
211,2011-11-11,182.94992065429688,183.66284058718165,175.66581369922204,177.5049244894586,21739364
212,2011-11-14,181.16250610351562,185.1506954941936,180.39794094143198,184.20014458364128,15996247
213,2011-11-15,178.01123046875,181.43114460557018,176.93669826385815,179.98465470080274,9897941
214,2011-11-16,175.25254821777344,177.52560752229894,173.03116157856795,177.52560752229894,13313254
215,2011-11-17,167.36920166015625,175.36623028108275,166.6046226960278,174.6223148676555,24227745
216,2011-11-18,166.98690795898438,167.7824822290635,162.62677472436792,165.37510966273925,21690327
217,2011-11-21,162.49246215820312,165.31311953105418,161.49025238318762,165.31311953105418,17715656
218,2011-11-22,164.32125854492188,166.2326923167643,162.54413786357176,162.85410494341698,19171804
219,2011-11-23,159.8164520263672,163.22603442623708,156.1795705704158,163.22603442623708,23710270
220,2011-11-24,159.76480102539062,160.76701086479216,155.63198035835583,160.14709052355556,27857321
221,2011-11-25,155.76625061035156,159.37213592666072,155.18765753136168,159.0518509653765,16185464
222,2011-11-28,161.9655303955078,162.3788152010178,157.5744017523643,158.08067253544326,11033484
223,2011-11-29,158.0806427001953,161.5935421928868,156.8717838376748,161.5935421928868,21013969
224,2011-11-30,160.81863403320312,161.86218453811554,155.62161402607464,156.36551551155316,19988986
225,2011-12-01,165.10646057128906,167.53449655330667,164.3212319138845,165.10646057128906,20626920
226,2011-12-02,167.8031463623047,168.41273488879798,162.53378931331483,164.69318549090104,19598467
227,2011-12-05,166.7079315185547,167.834122466435,164.97213831990368,167.03854828470483,13827937
228,2011-12-07,167.33819580078125,169.3426152689942,165.97436015807475,166.7596026234762,15373615
229,2011-12-08,160.94264221191406,166.90424153094216,159.54781129473398,165.72639166883872,19435800
230,2011-12-09,156.15887451171875,159.0931808439354,155.53895433009131,159.0931808439354,22070197
231,2011-12-12,150.3316192626953,157.46075106871854,149.60836740983717,157.1611157935472,22298377
232,2011-12-13,153.389892578125,154.15447145749621,148.9884326198656,149.58768931786162,22873371
233,2011-12-14,153.30723571777344,155.78693045435747,151.5507789570681,152.50132975559956,23206895
234,2011-12-15,155.0120391845703,155.91093122529963,149.5050512058043,151.24084463536335,28922246
235,2011-12-16,149.16409301757812,174.5293332194668,147.96557945899073,154.77441270124527,25499308
236,2011-12-19,151.9434051513672,152.89395598109857,147.77957593558727,148.6164772473074,20623197
237,2011-12-20,147.42828369140625,153.26590126471396,146.55005535320964,153.26590126471396,24282464
238,2011-12-21,154.5677490234375,155.75593058990498,149.33971978398174,150.2282799124465,19963870
239,2011-12-22,155.9212646484375,157.1094602046814,151.46814529308796,153.1936069655656,19571514
240,2011-12-23,154.23712158203125,159.0621979495014,153.41055207923517,157.04744685626534,15360163
241,2011-12-26,157.25411987304688,158.03936246755745,154.06150440710363,154.37147149316706,10396517
242,2011-12-27,155.61129760742188,158.8452257939095,154.02014915636406,158.28729617622474,13449406
243,2011-12-28,152.7183380126953,156.73750917741748,151.95375901040535,156.57220076355728,12376536
244,2011-12-29,147.10801696777344,152.70800496994877,146.13680245621555,151.6024635791506,23840441
245,2011-12-30,143.19215393066406,148.8954593057488,142.3759161108994,147.3353198858948,29146195
246,2012-01-02,146.00247192382812,146.66371928885758,141.99363304728467,143.9877207110105,18808107
247,2012-01-03,149.74266052246094,150.20759030207628,146.7876769200584,147.18029808360066,20489219
248,2012-01-04,147.98622131347656,151.04450920929418,147.40762817022608,150.31093945466162,18541902
249,2012-01-05,144.54566955566406,149.80469523400555,143.42979637401666,147.74860285544526,28959200
250,2012-01-06,148.2755126953125,149.60835295081716,143.95672072234564,144.0393749160344,20575210
251,2012-01-09,145.94049072265625,147.63494324013396,145.15524821815902,147.63494324013396,18386646
252,2012-01-10,152.12939453125,152.70800155018966,147.1286772245194,147.1286772245194,19720278
253,2012-01-11,154.61941528320312,155.600961422106,151.15816056740672,152.4806690495984,21183286
254,2012-01-12,152.27403259277344,155.5906286542445,151.38547242750815,154.46442388938922,14225123
255,2012-01-13,151.22019958496094,155.1773803680795,150.45562052980907,153.32793718377755,20530513
256,2012-01-16,147.32498168945312,150.837881623304,146.9220286846757,150.837881623304,17794345
257,2012-01-17,153.33822631835938,153.82383347669816,147.95522048180328,147.95522048180328,22738488
258,2012-01-18,161.1286163330078,162.81275074841113,156.64450206506638,157.4607398365865,40461227
259,2012-01-19,162.34780883789062,164.47620957836074,161.6142252543125,163.0400515290451,23989114
260,2012-01-20,163.7943115234375,165.3131238886793,159.5374959141471,163.24669983935365,31725274
261,2012-01-23,159.4341583251953,161.1286106613357,156.05557163293255,156.07623518115045,28250482
262,2012-01-24,161.9552001953125,163.5773303131797,159.19653340271634,160.0644301233188,22291662
263,2012-01-25,163.4429931640625,164.27989443526266,161.7588588477978,162.9780495460725,16786908
264,2012-01-27,169.52859497070312,171.07841642302066,165.1064710498333,165.3131203473854,24347771
265,2012-01-30,164.2282257080078,169.20829256502063,163.70129143420186,168.1854193397449,21126187
266,2012-01-31,168.84666442871094,169.61124329100437,165.6023908420873,166.2429884166869,27405612
267,2012-02-01,171.7602996826172,172.33889279310017,168.61935777194378,169.2186144294408,16522676
268,2012-02-02,171.3573760986328,174.13670641303887,170.30350743206563,172.54557163790983,21445055
269,2012-02-03,173.2274932861328,173.5787874613561,168.5470608554389,171.5123771018655,19989261
270,2012-02-06,172.13226318359375,175.54184511562664,170.2931522603678,174.797929809613,17430906
271,2012-02-07,174.51898193359375,176.20310255152336,172.39056742605078,173.99204764245678,21068816
272,2012-02-08,177.38095092773438,178.68278198461093,174.6119528488236,175.025237585357,15957543
273,2012-02-09,176.4407501220703,177.69092243993174,174.11603186088834,177.0400068444374,18851741
274,2012-02-10,174.2503662109375,177.5049721740534,173.16550215459662,175.71751976919745,14952871
275,2012-02-13,175.49021911621094,177.46364346922977,173.78542093383507,173.80608448542299,15284147
276,2012-02-14,175.41786193847656,176.96766938286044,174.19867125401,175.00457719448943,13711512
277,2012-02-15,172.88648986816406,176.8333514783345,172.1425883846449,176.51305270685134,31421021
278,2012-02-16,167.88577270507812,171.71897099329075,166.28430644409826,171.71897099329075,27747347
279,2012-02-17,169.07398986816406,170.76845624104493,167.42086439172996,169.86956417666215,35922700
280,2012-02-21,174.3123321533203,175.38687807552472,168.43338697787433,168.92932594424124,36457910
281,2012-02-22,172.21493530273438,177.1743252121492,171.53302436297434,175.23189634812073,25146771
282,2012-02-23,173.49609375,175.62449428035993,170.80974985905212,171.92560899204761,19105924
283,2012-02-24,169.4355926513672,173.93005235903067,168.30940167795274,172.23558621772972,18746068
284,2012-02-27,161.47991943359375,170.60313888769036,158.15299130987128,169.81789639594743,27772012
285,2012-02-28,164.58984375,165.3854179068853,162.7713964165995,163.0503680984174,23140014
286,2012-02-29,169.60092163085938,171.07840677959007,166.1706759081388,166.35664785076963,27846970
287,2012-03-01,167.57582092285156,169.17730112331967,165.54040619972326,167.7514748808767,12960682
288,2012-03-02,168.22674560546875,169.03263777632068,166.50128416091167,168.67102568418431,12687228
289,2012-03-05,164.79653930664062,168.20612211744867,164.1249462445442,167.80316903900965,13074509
290,2012-03-06,160.46734619140625,167.17285998944902,159.94041197401893,164.6931517035106,35129404
291,2012-03-07,157.41940307617188,160.66367690436354,155.1876845551467,160.46737318423158,28202989
292,2012-03-09,159.8991241455078,161.0976376966613,158.9485732073821,160.20907741179258,17249418
293,2012-03-12,165.01345825195312,165.93301368106899,161.11826929212285,163.24666980817702,15041933
294,2012-03-13,169.4355926513672,169.84887741251598,165.99501529197408,166.02601061450343,16117008
295,2012-03-14,168.30941772460938,171.5123645833139,166.6976194171418,171.09907978276246,17623820
296,2012-03-15,164.620849609375,169.69390251632433,163.94927048702206,169.03264137416122,20258209
297,2012-03-16,159.5994415283203,164.83780191001566,158.56623669226923,161.18024409983315,25168501
298,2012-03-19,156.03489685058594,161.80019191738344,155.20832739319914,161.38690718869003,15978638
299,2012-03-20,157.16111755371094,158.36996285495994,155.04304843564756,156.24156196157125,10455362
300,2012-03-21,158.7108917236328,159.83708258448857,156.03489350893503,157.04743486520874,14211666
301,2012-03-22,152.1603546142578,159.41346562366496,151.26146284298548,158.2665975250365,29243875
302,2012-03-23,153.7515106201172,154.87770153917842,152.5219881701876,153.69985175172818,26956646
303,2012-03-26,150.868896484375,153.7205494169067,150.22831258008515,153.7205494169067,23135333
304,2012-03-27,151.065185546875,152.6666658431033,149.83567673763707,152.5013436495418,27194700
305,2012-03-28,149.9596405029297,152.067377526082,148.88510844383597,150.8482006343654,18072694
306,2012-03-29,149.74266052246094,150.78619717155397,148.36849334710772,148.36849334710772,23976904
307,2012-03-30,155.1050567626953,155.60099582891888,150.24898386548665,150.74492293171022,17276879
